objectid,labid,sampleid,sievemeshsize,sievediameter,filtertype,filterporesize,filterdiameter,filterholder,kohdigestiontemp,wpodigestions,samplestorage,time,comments,b1separationtime,b2separationtime,kohdigestiontime,matrix,sizefraction
525,LabJ,LabJ_CW_4,212,8,PCTE,20,44,Glass,0.0,0,Dry,30.0,Each filter can only filter 30-50mL of samples,0.4,0.4,0.0,CW,20-212 um
611,LabWW,LabWW_CW_4,20,3 inches,Ni-mesh,26,25,Metal,0.0,not applicable,"on filters, dry",14.0,Actual size fraction is 26-212 um. Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,20-212 um
612,LabWW,LabWW_CW_1,1,3 inches,Ag Membrane,1,25,Metal,0.0,not applicable,"on filters, dry",15.0,Actual size fraction is 26-212 um. Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,1-20 um
613,LabWW,LabWW_CW_2,1,3 inches,Ag Membrane,1,25,Metal,0.0,not applicable,"on filters, dry",16.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,1-20 um
614,LabWW,LabWW_CW_3,1,3 inches,Ag Membrane,1,25,Metal,0.0,not applicable,"on filters, dry",17.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,1-20 um
615,LabWW,LabWW_CW_4,1,3 inches,Ag Membrane,1,25,Metal,0.0,not applicable,"on filters, dry",18.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,1-20 um
734,LabQ,LabQ_SD_1,212,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",138.08333333,Multiple days of vacuum filtration required,4.0,24.0,-88.0,SD,20-212 um
735,LabQ,LabQ_SD_1,212,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",66.08333333,,4.0,24.0,-88.0,SD,212-500 um
736,LabQ,LabQ_SD_1,500,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",66.08333333,,4.0,24.0,-88.0,SD,>500 um
737,LabQ,LabQ_SD_2,212,3 inches,PCTE,1,47,Glass,-88.0,-88,"on filters, dry",65.83333333,"Separated, but not filtered",4.0,24.0,-88.0,SD,1-20 um
738,LabQ,LabQ_SD_2,212,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",66.08333333,,4.0,24.0,-88.0,SD,20-212 um
739,LabQ,LabQ_SD_2,212,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",66.08333333,,4.0,24.0,-88.0,SD,212-500 um
740,LabQ,LabQ_SD_2,500,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",66.08333333,,4.0,24.0,-88.0,SD,>500 um
741,LabQ,LabQ_SD_3,212,3 inches,PCTE,1,47,Glass,-88.0,-88,"on filters, dry",65.83333333,"Separated, but not filtered",4.0,24.0,-88.0,SD,1-20 um
616,LabV,LabV_SD_1,20,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,20-212 um
617,LabV,LabV_SD_1,212,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,212-500 um
618,LabV,LabV_SD_1,500,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,>500 um
619,LabV,LabV_SD_1,-88,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,1-20 um
620,LabV,LabV_SD_2,20,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,20-212 um
621,LabV,LabV_SD_2,212,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,212-500 um
622,LabV,LabV_SD_2,500,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,>500 um
623,LabV,LabV_SD_2,-88,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,1-20 um
624,LabV,LabV_SD_3,20,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,20-212 um
625,LabV,LabV_SD_3,212,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,212-500 um
626,LabV,LabV_SD_3,500,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,>500 um
627,LabV,LabV_SD_3,-88,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,1-20 um
628,LabV,LabV_SD_4,20,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,20-212 um
629,LabV,LabV_SD_4,212,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,212-500 um
630,LabV,LabV_SD_4,500,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,>500 um
631,LabV,LabV_SD_4,-88,3 inches,glass fiber,1,47,Stainless-steel,-88.0,-88,Glass jar; Wet,-88.0,Microscopy only; all particles collected into aluminum DSC pans for Pyr-GC-MS; B2 seperation overnight,2.0,-88.0,-88.0,SD,1-20 um
711,LabB,LabB_DW_1,212,8,MCE,45,47,Glass,50.0,2,"on filters, dry",28.0,,0.0,0.0,26.5,DW,212-500 um
712,LabB,LabB_DW_1,500,8,MCE,45,47,Glass,50.0,2,"on filters, dry",28.0,,0.0,0.0,26.5,DW,>500 um
713,LabB,LabB_DW_2,212,8,MCE,45,47,Glass,50.0,1,"on filters, dry",23.0,,0.0,0.0,21.0,DW,212-500 um
632,LabN,LabN_CW_5,212,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.08,"Increased hot plate temperature improved filtration; used 3 filters for the 1 um filtration, which could have resulted in sample loss; all times are estimates",-88.0,-88.0,-88.0,CW,212-500 um
633,LabN,LabN_CW_6,212,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.08,"Increased hot plate temperature improved filtration; used 2 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,212-500 um
634,LabN,LabN_CW_7,212,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.08,"Increased hot plate temperature improved filtration; used 3 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,212-500 um
635,LabN,LabN_CW_8,212,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.08,Increased hot plate temperature improved filtration,-88.0,-88.0,-88.0,CW,212-500 um
636,LabN,LabN_CW_5,500,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.08,"Increased hot plate temperature improved filtration; used 3 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,>500 um
637,LabN,LabN_CW_6,500,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.08,"Increased hot plate temperature improved filtration; used 2 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,>500 um
638,LabN,LabN_CW_7,500,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.08,"Increased hot plate temperature improved filtration; used 3 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,>500 um
639,LabN,LabN_CW_8,500,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.08,Increased hot plate temperature improved filtration,-88.0,-88.0,-88.0,CW,>500 um
640,LabN,LabN_CW_5,212,3,PCTE,1,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",3.7,"Increased hot plate temperature improved filtration; used 3 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,1-20 um
641,LabN,LabN_CW_6,212,3,PCTE,1,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",2.75,"Increased hot plate temperature improved filtration; used 2 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,1-20 um
642,LabN,LabN_CW_7,212,3,PCTE,1,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",4.0,"Increased hot plate temperature improved filtration; used 3 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,1-20 um
643,LabN,LabN_CW_8,212,3,PCTE,1,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",2.0,Increased hot plate temperature improved filtration,-88.0,-88.0,-88.0,CW,1-20 um
644,LabN,LabN_CW_5,500,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.17,"Increased hot plate temperature improved filtration; used 3 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,20-212 um
429,LabCC,LabCC_CW_1,250,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,0.16,,0.0,0.0,0.0,CW,250-500 um
430,LabCC,LabCC_CW_1,20,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,0.16,,0.0,0.0,0.0,CW,20-250 um
431,LabCC,LabCC_CW_2,500,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,0.16,,0.0,0.0,0.0,CW,>500 um
432,LabCC,LabCC_CW_2,250,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,0.16,,0.0,0.0,0.0,CW,250-500 um
433,LabCC,LabCC_CW_2,20,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,0.16,,0.0,0.0,0.0,CW,20-250 um
434,LabCC,LabCC_CW_3,500,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,0.16,,0.0,0.0,0.0,CW,>500 um
437,LabCC,LabCC_CW_4,500,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,0.16,,0.0,0.0,0.0,CW,>500 um
645,LabN,LabN_CW_6,500,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.17,"Increased hot plate temperature improved filtration; used 2 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,20-212 um
646,LabN,LabN_CW_7,500,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.17,"Increased hot plate temperature improved filtration; used 3 filters for the 1 um filtration, which could have resulted in sample loss",-88.0,-88.0,-88.0,CW,20-212 um
647,LabN,LabN_CW_8,500,3,PCTE,20,47,Glass,-88.0,-88,"dry, on filters, in glass petri dish",0.17,Increased hot plate temperature improved filtration,-88.0,-88.0,-88.0,CW,20-212 um
714,LabB,LabB_DW_2,500,8,MCE,45,47,Glass,50.0,1,"on filters, dry",23.0,,0.0,0.0,21.0,DW,>500 um
715,LabB,LabB_DW_3,212,8,MCE,45,47,Glass,50.0,1,"on filters, dry",26.0,,0.0,0.0,24.0,DW,212-500 um
716,LabB,LabB_DW_3,500,8,MCE,45,47,Glass,50.0,1,"on filters, dry",26.0,,0.0,0.0,24.0,DW,>500 um
717,LabB,LabB_DW_4,212,8,MCE,45,47,Glass,50.0,1,"on filters, dry",27.0,,0.0,0.0,25.0,DW,212-500 um
718,LabB,LabB_DW_4,500,8,MCE,45,47,Glass,50.0,1,"on filters, dry",27.0,,0.0,0.0,25.0,DW,>500 um
742,LabQ,LabQ_SD_3,212,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",81.08333333,Multiple days of vacuum filtration required,4.0,24.0,-88.0,SD,20-212 um
743,LabQ,LabQ_SD_3,212,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",66.08333333,,4.0,24.0,-88.0,SD,212-500 um
744,LabQ,LabQ_SD_3,500,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",66.08333333,,4.0,24.0,-88.0,SD,>500 um
745,LabQ,LabQ_SD_4,212,3 inches,PCTE,1,47,Glass,-88.0,-88,"on filters, dry",65.83333333,"Separated, but not filtered",4.0,24.0,-88.0,SD,1-20 um
746,LabQ,LabQ_SD_4,212,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",66.08333333,,4.0,24.0,-88.0,SD,20-212 um
747,LabQ,LabQ_SD_4,212,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",66.08333333,,4.0,24.0,-88.0,SD,212-500 um
748,LabQ,LabQ_SD_4,500,3 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",66.08333333,,4.0,24.0,-88.0,SD,>500 um
757,LabAA,LabAA_FT_1,212,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",4.0,,-88.0,-88.0,48.0,FT,20-212 um
758,LabAA,LabAA_FT_1,212,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",5.0,,-88.0,-88.0,48.0,FT,212-500 um
759,LabAA,LabAA_FT_1,500,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",8.0,,-88.0,-88.0,48.0,FT,>500 um
760,LabAA,LabAA_FT_1,212,8 inches,polycarbonate,10,47,Glass,45.0,-88,"on filters, dry",1.0,,-88.0,-88.0,48.0,FT,10-20 um
761,LabAA,LabAA_FT_1,212,8 inches,polycarbonate,1,47,Glass,45.0,-88,"on filters, dry",5.0,,-88.0,-88.0,48.0,FT,1-20 um
762,LabAA,LabAA_FT_2,212,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",3.0,,-88.0,-88.0,48.0,FT,20-212 um
763,LabAA,LabAA_FT_2,212,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",9.0,,-88.0,-88.0,48.0,FT,212-500 um
764,LabAA,LabAA_FT_2,500,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",8.0,,-88.0,-88.0,48.0,FT,>500 um
765,LabAA,LabAA_FT_2,212,8 inches,polycarbonate,10,47,Glass,45.0,-88,"on filters, dry",2.0,,-88.0,-88.0,48.0,FT,10-20 um
766,LabAA,LabAA_FT_2,212,8 inches,polycarbonate,1,47,Glass,45.0,-88,"on filters, dry",2.0,,-88.0,-88.0,48.0,FT,1-20 um
767,LabAA,LabAA_FT_3,212,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",4.0,,-88.0,-88.0,48.0,FT,20-212 um
768,LabAA,LabAA_FT_3,212,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",9.0,,-88.0,-88.0,48.0,FT,212-500 um
769,LabAA,LabAA_FT_3,500,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",7.0,,-88.0,-88.0,48.0,FT,>500 um
770,LabAA,LabAA_FT_3,212,8 inches,polycarbonate,10,47,Glass,45.0,-88,"on filters, dry",2.0,,-88.0,-88.0,48.0,FT,10-20 um
771,LabAA,LabAA_FT_3,212,8 inches,polycarbonate,1,47,Glass,45.0,-88,"on filters, dry",1.0,,-88.0,-88.0,48.0,FT,1-20 um
772,LabAA,LabAA_FT_4,212,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",1.0,,-88.0,-88.0,48.0,FT,20-212 um
773,LabAA,LabAA_FT_4,212,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",1.0,,-88.0,-88.0,48.0,FT,212-500 um
774,LabAA,LabAA_FT_4,500,8 inches,polycarbonate,20,47,Glass,45.0,-88,"on filters, dry",1.0,,-88.0,-88.0,48.0,FT,>500 um
775,LabAA,LabAA_FT_4,212,8 inches,polycarbonate,10,47,Glass,45.0,-88,"on filters, dry",1.0,,-88.0,-88.0,48.0,FT,10-20 um
776,LabAA,LabAA_FT_4,212,8 inches,polycarbonate,1,47,Glass,45.0,-88,"on filters, dry",1.0,,-88.0,-88.0,48.0,FT,1-20 um
777,LabAA,LabAA_SD_1,500,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",3.0,,-88.0,-88.0,-88.0,SD,20-212 um
778,LabAA,LabAA_SD_1,212,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",4.0,,-88.0,-88.0,-88.0,SD,212-500 um
779,LabAA,LabAA_SD_1,212,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",4.0,,-88.0,-88.0,-88.0,SD,>500 um
780,LabAA,LabAA_SD_1,212,8 inches,polycarbonate,1,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",3.0,,-88.0,-88.0,-88.0,SD,1-20 um
781,LabAA,LabAA_SD_2,500,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",3.0,,-88.0,-88.0,-88.0,SD,20-212 um
782,LabAA,LabAA_SD_2,212,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",4.0,,-88.0,-88.0,-88.0,SD,212-500 um
783,LabAA,LabAA_SD_2,212,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",4.0,,-88.0,-88.0,-88.0,SD,>500 um
784,LabAA,LabAA_SD_2,212,8 inches,polycarbonate,1,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",3.0,,-88.0,-88.0,-88.0,SD,1-20 um
785,LabAA,LabAA_SD_3,500,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",3.0,,-88.0,-88.0,-88.0,SD,20-212 um
786,LabAA,LabAA_SD_3,212,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",4.0,,-88.0,-88.0,-88.0,SD,212-500 um
787,LabAA,LabAA_SD_3,212,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",4.0,,-88.0,-88.0,-88.0,SD,>500 um
788,LabAA,LabAA_SD_3,212,8 inches,polycarbonate,1,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",3.0,,-88.0,-88.0,-88.0,SD,1-20 um
789,LabAA,LabAA_SD_4,500,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",3.0,,-88.0,-88.0,-88.0,SD,20-212 um
790,LabAA,LabAA_SD_4,212,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",4.0,,-88.0,-88.0,-88.0,SD,212-500 um
791,LabAA,LabAA_SD_4,212,8 inches,polycarbonate,20,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",4.0,,-88.0,-88.0,-88.0,SD,>500 um
792,LabAA,LabAA_SD_4,212,8 inches,polycarbonate,1,47,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",3.0,,-88.0,-88.0,-88.0,SD,1-20 um
793,LabN,LabN_DW_1,212,3,PCTE,20,47,Glass,-88.0,1,"dry, on filters, in glass petri dish",25.1,Digested 1 time with Fenton's reagent (5 x H202 according SOP) for 73 min. Took 5.75 hours to process and digest. Total time includes the time for samples to soak in alcojet solution over night. All samples processed concurrently.,-88.0,-88.0,-88.0,DW,212-500 um
794,LabN,LabN_DW_2,212,3,PCTE,20,47,Glass,-88.0,1,"dry, on filters, in glass petri dish",25.1,,-88.0,-88.0,-88.0,DW,212-500 um
795,LabN,LabN_DW_3,212,3,PCTE,20,47,Glass,-88.0,1,"dry, on filters, in glass petri dish",25.1,,-88.0,-88.0,-88.0,DW,212-500 um
796,LabN,LabN_DW_4,212,3,PCTE,20,47,Glass,-88.0,1,"dry, on filters, in glass petri dish",25.1,,-88.0,-88.0,-88.0,DW,212-500 um
797,LabN,LabN_DW_1,500,3,PCTE,20,47,Glass,-88.0,1,"dry, on filters, in glass petri dish",25.1,,-88.0,-88.0,-88.0,DW,>500 um
798,LabN,LabN_DW_2,500,3,PCTE,20,47,Glass,-88.0,1,"dry, on filters, in glass petri dish",25.1,,-88.0,-88.0,-88.0,DW,>500 um
799,LabN,LabN_DW_3,500,3,PCTE,20,47,Glass,-88.0,1,"dry, on filters, in glass petri dish",25.1,,-88.0,-88.0,-88.0,DW,>500 um
800,LabN,LabN_DW_4,500,3,PCTE,20,47,Glass,-88.0,1,"dry, on filters, in glass petri dish",25.1,,-88.0,-88.0,-88.0,DW,>500 um
801,LabN,LabN_SD_1,500,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,"Total time includes 2 x 2 hour separations for B1, and an overnight separation for B2, and all sieving. All samples processed concurrently.",4.0,18.4,-88.0,SD,>500 um
802,LabN,LabN_SD_2,500,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,>500 um
803,LabN,LabN_SD_3,500,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,>500 um
804,LabN,LabN_SD_4,500,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,>500 um
805,LabN,LabN_SD_1,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,212-500 um
806,LabN,LabN_SD_2,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,212-500 um
807,LabN,LabN_SD_3,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,212-500 um
808,LabN,LabN_SD_4,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,212-500 um
809,LabN,LabN_SD_1,-88,-88,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,20-212 um
810,LabN,LabN_SD_2,-88,-88,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,20-212 um
811,LabN,LabN_SD_3,-88,-88,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,20-212 um
812,LabN,LabN_SD_4,-88,-88,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,20-212 um
813,LabN,LabN_SD_1,-88,-88,PCTE,1,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,1-20 um
814,LabN,LabN_SD_2,-88,-88,PCTE,1,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,1-20 um
815,LabN,LabN_SD_3,-88,-88,PCTE,1,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,1-20 um
816,LabN,LabN_SD_4,-88,-88,PCTE,1,47,Glass,-88.0,-88,"on filters, dry",27.0,,4.0,18.4,-88.0,SD,1-20 um
817,LabG,LabG_DW_1,500,8 inches,-88,-88,-88,-88,-88.0,6,"on tape, dry",0.25,"Eventhough each sample took 6 hours to digest, only 6 hours were taken altogether for the >500 um digestion as DW1,2,3,4 were all digested together",-88.0,-88.0,-88.0,DW,>500 um
818,LabG,LabG_DW_1,212,8 inches,-88,-88,-88,-88,-88.0,11,"on tape, dry",0.25,"Eventhough 11 hours is reflected per sample it is comprised of digestion round 1 for 6 hours and digestion round 2 for 5 hours. DW1,2,3,4 for this size class was done together",-88.0,-88.0,-88.0,DW,212-500 um
819,LabG,LabG_DW_2,500,8 inches,-88,-88,-88,-88,-88.0,6,"on tape, dry",0.25,"Eventhough each sample took 6 hours to digest, only 6 hours were taken altogether for the >500 um digestion as DW1,2,3,4 were all digested together",-88.0,-88.0,-88.0,DW,>500 um
820,LabG,LabG_DW_2,212,8 inches,-88,-88,-88,-88,-88.0,11,"on tape, dry",0.25,"Eventhough 11 hours is reflected per sample it is comprised of digestion round 1 for 6 hours and digestion round 2 for 5 hours. DW1,2,3,4 for this size class was done together",-88.0,-88.0,-88.0,DW,212-500 um
821,LabG,LabG_DW_3,500,8 inches,-88,-88,-88,-88,-88.0,6,"on tape, dry",0.25,"Eventhough each sample took 6 hours to digest, only 6 hours were taken altogether for the >500 um digestion as DW1,2,3,4 were all digested together",-88.0,-88.0,-88.0,DW,>500 um
822,LabG,LabG_DW_3,212,8 inches,-88,-88,-88,-88,-88.0,11,"on tape, dry",0.25,"Eventhough 11 hours is reflected per sample it is comprised of digestion round 1 for 6 hours and digestion round 2 for 5 hours. DW1,2,3,4 for this size class was done together",-88.0,-88.0,-88.0,DW,212-500 um
823,LabG,LabG_DW_4,500,8 inches,-88,-88,-88,-88,-88.0,6,"on tape, dry",0.25,"Eventhough each sample took 6 hours to digest, only 6 hours were taken altogether for the >500 um digestion as DW1,2,3,4 were all digested together",-88.0,-88.0,-88.0,DW,>500 um
824,LabG,LabG_DW_4,212,8 inches,-88,-88,-88,-88,-88.0,11,"on tape, dry",0.25,"Eventhough 11 hours is reflected per sample it is comprised of digestion round 1 for 6 hours and digestion round 2 for 5 hours. DW1,2,3,4 for this size class was done together",-88.0,-88.0,-88.0,DW,212-500 um
825,LabQ,LabQ_FT_1,212,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,20-212 um
826,LabQ,LabQ_FT_1,212,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,212-500 um
827,LabQ,LabQ_FT_1,500,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,>500 um
828,LabQ,LabQ_FT_2,212,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,20-212 um
829,LabQ,LabQ_FT_2,212,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,212-500 um
830,LabQ,LabQ_FT_2,500,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,>500 um
